"CONCEPT_ID","CONCEPT_LABEL","CONCEPT_STRING","DATASET_STRING"
320851,"Median Earnings in the Past 12 Months (in 2024 Inflation-Adjusted Dollars) for the Population 16 Years and Over Who Worked Full-Time, Year-Round With Earnings in the Past 12 Months","B20018","ACSDT1Y2024"
320852,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over","B21001","ACSDT1Y2024"
320853,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (White Alone)","B21001A","ACSDT1Y2024"
320854,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Black or African American Alone)","B21001B","ACSDT1Y2024"
320855,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (American Indian and Alaska Native Alone)","B21001C","ACSDT1Y2024"
320856,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Asian Alone)","B21001D","ACSDT1Y2024"
320857,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Native Hawaiian and Other Pacific Islander Alone)","B21001E","ACSDT1Y2024"
320858,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Some Other Race Alone)","B21001F","ACSDT1Y2024"
320859,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Two or More Races)","B21001G","ACSDT1Y2024"
320860,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (White Alone, Not Hispanic or Latino)","B21001H","ACSDT1Y2024"
320861,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Hispanic or Latino)","B21001I","ACSDT1Y2024"
320476,"Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (White Alone, Not Hispanic or Latino)","B10051H","ACSDT1Y2024"
320477,"Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (Hispanic or Latino)","B10051I","ACSDT1Y2024"
320478,"Disability Status of Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent","B10052","ACSDT1Y2024"
320479,"Nativity by Grandparents Responsible for Own Grandchildren Under 18 Years by Age of Grandparent","B10053","ACSDT1Y2024"
320480,"Language and Ability to Speak English of Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent","B10054","ACSDT1Y2024"
320481,"Sex of Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent","B10056","ACSDT1Y2024"
320482,"Marital Status by Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent","B10057","ACSDT1Y2024"
320483,"Employment Status of Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent","B10058","ACSDT1Y2024"
320484,"Poverty Status in the Past 12 Months of Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent","B10059","ACSDT1Y2024"
320485,"Households With Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Presence of Parent of Grandchildren","B10063","ACSDT1Y2024"
320486,"Household Type (Including Living Alone)","B11001","ACSDT1Y2024"
320487,"Household Type (Including Living Alone) (White Alone)","B11001A","ACSDT1Y2024"
320488,"Household Type (Including Living Alone) (Black or African American Alone)","B11001B","ACSDT1Y2024"
320489,"Household Type (Including Living Alone) (American Indian and Alaska Native Alone)","B11001C","ACSDT1Y2024"
320490,"Household Type (Including Living Alone) (Asian Alone)","B11001D","ACSDT1Y2024"
320491,"Household Type (Including Living Alone) (Native Hawaiian and Other Pacific Islander Alone)","B11001E","ACSDT1Y2024"
320492,"Household Type (Including Living Alone) (Some Other Race Alone)","B11001F","ACSDT1Y2024"
320493,"Household Type (Including Living Alone) (Two or More Races)","B11001G","ACSDT1Y2024"
320494,"Household Type (Including Living Alone) (White Alone, Not Hispanic or Latino)","B11001H","ACSDT1Y2024"
320495,"Household Type (Including Living Alone) (Hispanic or Latino)","B11001I","ACSDT1Y2024"
320496,"Household Type by Relatives and Nonrelatives for Population in Households","B11002","ACSDT1Y2024"
320497,"Household Type by Relatives and Nonrelatives for Population in Households (White Alone)","B11002A","ACSDT1Y2024"
320498,"Household Type by Relatives and Nonrelatives for Population in Households (Black or African American Alone)","B11002B","ACSDT1Y2024"
320499,"Household Type by Relatives and Nonrelatives for Population in Households (American Indian and Alaska Native Alone)","B11002C","ACSDT1Y2024"
320862,"Period of Military Service for Civilian Veterans 18 Years and Over","B21002","ACSDT1Y2024"
320863,"Veteran Status by Educational Attainment for the Civilian Population 25 Years and Over","B21003","ACSDT1Y2024"
320864,"Median Income in the Past 12 Months (in 2024 Inflation-Adjusted Dollars) by Veteran Status by Sex for the Civilian Population 18 Years and Over With Income","B21004","ACSDT1Y2024"
320865,"Age by Veteran Status by Employment Status for the Civilian Population 18 to 64 Years","B21005","ACSDT1Y2024"
320866,"Age by Veteran Status by Poverty Status in the Past 12 Months by Disability Status for the Civilian Population 18 Years and Over","B21007","ACSDT1Y2024"
320867,"Service-Connected Disability-Rating Status and Ratings for Civilian Veterans 18 Years and Over","B21100","ACSDT1Y2024"
320868,"Receipt of Food Stamps/SNAP in the Past 12 Months by Presence of People 60 Years and Over for Households","B22001","ACSDT1Y2024"
320869,"Receipt of Food Stamps/SNAP in the Past 12 Months by Presence of Children Under 18 Years by Household Type for Households","B22002","ACSDT1Y2024"
320870,"Receipt of Food Stamps/SNAP in the Past 12 Months by Poverty Status in the Past 12 Months for Households","B22003","ACSDT1Y2024"
320871,"Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (White Alone)","B22005A","ACSDT1Y2024"
320872,"Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Black or African American Alone)","B22005B","ACSDT1Y2024"
320873,"Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (American Indian and Alaska Native Alone)","B22005C","ACSDT1Y2024"
320874,"Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Asian Alone)","B22005D","ACSDT1Y2024"
320875,"Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Native Hawaiian and Other Pacific Islander Alone)","B22005E","ACSDT1Y2024"
320876,"Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Some Other Race Alone)","B22005F","ACSDT1Y2024"
320877,"Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Two or More Races)","B22005G","ACSDT1Y2024"
320878,"Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (White Alone, Not Hispanic or Latino)","B22005H","ACSDT1Y2024"
320879,"Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Hispanic or Latino)","B22005I","ACSDT1Y2024"
320880,"Receipt of Food Stamps/SNAP in the Past 12 Months by Family Type by Number of Workers in Family in the Past 12 Months","B22007","ACSDT1Y2024"
320881,"Median Household Income in the Past 12 Months (in 2024 Inflation-Adjusted Dollars) by Receipt of Food Stamps/SNAP in the Past 12 Months","B22008","ACSDT1Y2024"
320882,"Receipt of Food Stamps/SNAP in the Past 12 Months by Disability Status for Households","B22010","ACSDT1Y2024"
320883,"Sex by Age by Employment Status for the Population 16 Years and Over","B23001","ACSDT1Y2024"
320884,"Sex by Age by Employment Status for the Population 16 Years and Over (White Alone)","B23002A","ACSDT1Y2024"
320885,"Sex by Age by Employment Status for the Population 16 Years and Over (Black or African American Alone)","B23002B","ACSDT1Y2024"
320886,"Sex by Age by Employment Status for the Population 16 Years and Over (American Indian and Alaska Native Alone)","B23002C","ACSDT1Y2024"
320887,"Sex by Age by Employment Status for the Population 16 Years and Over (Asian Alone)","B23002D","ACSDT1Y2024"
295599,"Age by Veteran Status by Poverty Status in the Past 12 Months by Disability Status for the Civilian Population 18 Years and Over","C21007","ACSDT1Y2023"
295600,"Service-Connected Disability-Rating Status for Civilian Veterans 18 Years and Over","C21100","ACSDT1Y2023"
295601,"Receipt of Food Stamps/SNAP in the Past 12 Months for Households","C22001","ACSDT1Y2023"
295602,"Sex by Age by Employment Status for the Population 16 Years and Over","C23001","ACSDT1Y2023"
295603,"Sex by Age by Employment Status for the Population 16 Years and Over (White Alone)","C23002A","ACSDT1Y2023"
295604,"Sex by Age by Employment Status for the Population 16 Years and Over (Black or African American Alone)","C23002B","ACSDT1Y2023"
295605,"Sex by Age by Employment Status for the Population 16 Years and Over (American Indian and Alaska Native Alone)","C23002C","ACSDT1Y2023"
295606,"Sex by Age by Employment Status for the Population 16 Years and Over (Asian Alone)","C23002D","ACSDT1Y2023"
295607,"Sex by Age by Employment Status for the Population 16 Years and Over (Native Hawaiian and Other Pacific Islander Alone)","C23002E","ACSDT1Y2023"
295608,"Sex by Age by Employment Status for the Population 16 Years and Over (Some Other Race Alone)","C23002F","ACSDT1Y2023"
295609,"Sex by Age by Employment Status for the Population 16 Years and Over (Two or More Races)","C23002G","ACSDT1Y2023"
295610,"Sex by Age by Employment Status for the Population 16 Years and Over (White Alone, Not Hispanic or Latino)","C23002H","ACSDT1Y2023"
295611,"Sex by Age by Employment Status for the Population 16 Years and Over (Hispanic or Latino)","C23002I","ACSDT1Y2023"
295612,"Work Status in the Past 12 Months by Employment Status for the Civilian Population 65 Years and Over","C23004","ACSDT1Y2023"
295613,"Presence of Own Children Under 18 Years by Family Type by Employment Status","C23007","ACSDT1Y2023"
295614,"Age of Own Children Under 18 Years in Families and Subfamilies by Living Arrangements by Employment Status of Parents","C23008","ACSDT1Y2023"
295615,"Sex by Full-Time Work Status in the Past 12 Months for the Population 16 to 64 Years","C23022","ACSDT1Y2023"
295616,"Sex by Occupation for the Civilian Employed Population 16 Years and Over","C24010","ACSDT1Y2023"
320500,"Household Type by Relatives and Nonrelatives for Population in Households (Asian Alone)","B11002D","ACSDT1Y2024"
320501,"Household Type by Relatives and Nonrelatives for Population in Households (Native Hawaiian and Other Pacific Islander Alone)","B11002E","ACSDT1Y2024"
320502,"Household Type by Relatives and Nonrelatives for Population in Households (Some Other Race Alone)","B11002F","ACSDT1Y2024"
320503,"Household Type by Relatives and Nonrelatives for Population in Households (Two or More Races)","B11002G","ACSDT1Y2024"
320504,"Household Type by Relatives and Nonrelatives for Population in Households (White Alone, Not Hispanic or Latino)","B11002H","ACSDT1Y2024"
320505,"Household Type by Relatives and Nonrelatives for Population in Households (Hispanic or Latino)","B11002I","ACSDT1Y2024"
320506,"Family Type by Presence and Age of Own Children Under 18 Years","B11003","ACSDT1Y2024"
320507,"Family Type by Presence and Age of Related Children Under 18 Years","B11004","ACSDT1Y2024"
320508,"Households by Presence of People Under 18 Years by Household Type","B11005","ACSDT1Y2024"
320509,"Households by Presence of People 60 Years and Over by Household Type","B11006","ACSDT1Y2024"
320510,"Households by Presence of People 65 Years and Over, Household Size and Household Type","B11007","ACSDT1Y2024"
320511,"Cohabiting Couple Households by Presence and Age of Own Children Under 18 Years","B11008","ACSDT1Y2024"
320512,"Coupled Households by Type","B11009","ACSDT1Y2024"
320513,"Nonfamily Households by Sex of Householder by Living Alone by Age of Householder","B11010","ACSDT1Y2024"
320514,"Household Type by Units in Structure","B11011","ACSDT1Y2024"
320515,"Households by Type","B11012","ACSDT1Y2024"
320516,"Subfamily Type by Presence of Own Children Under 18 Years","B11013","ACSDT1Y2024"
320517,"Population in Subfamilies by Subfamily Type by Relationship","B11014","ACSDT1Y2024"
320518,"Households by Presence of Nonrelatives","B11015","ACSDT1Y2024"
320519,"Household Type by Household Size","B11016","ACSDT1Y2024"
320520,"Multigenerational Households","B11017","ACSDT1Y2024"
320521,"Sex by Marital Status for the Population 15 Years and Over","B12001","ACSDT1Y2024"
320522,"Sex by Marital Status by Age for the Population 15 Years and Over","B12002","ACSDT1Y2024"
320523,"Sex by Marital Status for the Population 15 Years and Over (White Alone)","B12002A","ACSDT1Y2024"
320524,"Sex by Marital Status for the Population 15 Years and Over (Black or African American Alone)","B12002B","ACSDT1Y2024"
320525,"Sex by Marital Status for the Population 15 Years and Over (American Indian and Alaska Native Alone)","B12002C","ACSDT1Y2024"
320526,"Sex by Marital Status for the Population 15 Years and Over (Asian Alone)","B12002D","ACSDT1Y2024"
320527,"Sex by Marital Status for the Population 15 Years and Over (Native Hawaiian and Other Pacific Islander Alone)","B12002E","ACSDT1Y2024"
320528,"Sex by Marital Status for the Population 15 Years and Over (Some Other Race Alone)","B12002F","ACSDT1Y2024"
320529,"Sex by Marital Status for the Population 15 Years and Over (Two or More Races)","B12002G","ACSDT1Y2024"
320530,"Sex by Marital Status for the Population 15 Years and Over (White Alone, Not Hispanic or Latino)","B12002H","ACSDT1Y2024"
320888,"Sex by Age by Employment Status for the Population 16 Years and Over (Native Hawaiian and Other Pacific Islander Alone)","B23002E","ACSDT1Y2024"
320889,"Sex by Age by Employment Status for the Population 16 Years and Over (Some Other Race Alone)","B23002F","ACSDT1Y2024"
320890,"Sex by Age by Employment Status for the Population 16 Years and Over (Two or More Races)","B23002G","ACSDT1Y2024"
320891,"Sex by Age by Employment Status for the Population 16 Years and Over (White Alone, Not Hispanic or Latino)","B23002H","ACSDT1Y2024"
320892,"Sex by Age by Employment Status for the Population 16 Years and Over (Hispanic or Latino)","B23002I","ACSDT1Y2024"
320893,"Presence of Own Children Under 18 Years by Age of Own Children Under 18 Years by Employment Status for Females 20 to 64 Years","B23003","ACSDT1Y2024"
320894,"Educational Attainment by Employment Status for the Population 25 to 64 Years","B23006","ACSDT1Y2024"
320895,"Presence of Own Children Under 18 Years by Family Type by Employment Status","B23007","ACSDT1Y2024"
320896,"Age of Own Children Under 18 Years in Families and Subfamilies by Living Arrangements by Employment Status of Parents","B23008","ACSDT1Y2024"
320897,"Presence of Own Children Under 18 Years by Family Type by Number of Workers in Family in the Past 12 Months","B23009","ACSDT1Y2024"
320898,"Presence of Own Children Under 18 Years in Married-Couple Families by Work Experience of Householder and Spouse","B23010","ACSDT1Y2024"
320899,"Median Age by Sex for Workers 16 to 64 Years","B23013","ACSDT1Y2024"
320900,"Aggregate Usual Hours Worked in the Past 12 Months by Sex for Workers 16 to 64 Years","B23018","ACSDT1Y2024"
320901,"Mean Usual Hours Worked in the Past 12 Months for Workers 16 to 64 Years","B23020","ACSDT1Y2024"
320902,"Sex by Work Status in the Past 12 Months by Usual Hours Worked per Week in the Past 12 Months by Weeks Worked in the Past 12 Months for the Population 16 to 64 Years","B23022","ACSDT1Y2024"
320903,"Poverty Status in the Past 12 Months by Disability Status by Employment Status for the Population 20 to 64 Years","B23024","ACSDT1Y2024"
320904,"Employment Status for the Population 16 Years and Over","B23025","ACSDT1Y2024"
320905,"Sex by Work Status in the Past 12 Months by Usual Hours Worked per Week in the Past 12 Months by Weeks Worked in the Past 12 Months for the Population 65 Years and Over","B23026","ACSDT1Y2024"
320906,"Full-Time, Year-Round Work Status in the Past 12 Months by Age for the Population 16 Years and Over","B23027","ACSDT1Y2024"
320907,"Sex by Occupation for the Civilian Employed Population 16 Years and Over","B24010","ACSDT1Y2024"
320908,"Sex by Occupation for the Civilian Employed Population 16 Years and Over (White Alone)","B24010A","ACSDT1Y2024"
320909,"Sex by Occupation for the Civilian Employed Population 16 Years and Over (Black or African American Alone)","B24010B","ACSDT1Y2024"
320910,"Sex by Occupation for the Civilian Employed Population 16 Years and Over (American Indian and Alaska Native Alone)","B24010C","ACSDT1Y2024"
320911,"Sex by Occupation for the Civilian Employed Population 16 Years and Over (Asian Alone)","B24010D","ACSDT1Y2024"
320912,"Sex by Occupation for the Civilian Employed Population 16 Years and Over (Native Hawaiian and Other Pacific Islander Alone)","B24010E","ACSDT1Y2024"
320913,"Sex by Occupation for the Civilian Employed Population 16 Years and Over (Some Other Race Alone)","B24010F","ACSDT1Y2024"
320914,"Sex by Occupation for the Civilian Employed Population 16 Years and Over (Two or More Races)","B24010G","ACSDT1Y2024"
320915,"Sex by Occupation for the Civilian Employed Population 16 Years and Over (White Alone, Not Hispanic or Latino)","B24010H","ACSDT1Y2024"
320916,"Sex by Occupation for the Civilian Employed Population 16 Years and Over (Hispanic or Latino)","B24010I","ACSDT1Y2024"
295617,"Sex by Occupation for the Full-Time, Year-Round Civilian Employed Population 16 Years and Over","C24020","ACSDT1Y2023"
295618,"Sex by Industry for the Civilian Employed Population 16 Years and Over","C24030","ACSDT1Y2023"
295619,"Sex by Industry for the Full-Time, Year-Round Civilian Employed Population 16 Years and Over","C24040","ACSDT1Y2023"
295620,"Industry by Occupation for the Civilian Employed Population 16 Years and Over","C24050","ACSDT1Y2023"
295621,"Occupation by Class of Worker for the Civilian Employed Population 16 Years and Over","C24060","ACSDT1Y2023"
295622,"Industry by Class of Worker for the Civilian Employed Population 16 Years and Over","C24070","ACSDT1Y2023"
295623,"Sex by Class of Worker for the Civilian Employed Population 16 Years and Over","C24080","ACSDT1Y2023"
295624,"Sex by Class of Worker for the Full-Time, Year-Round Civilian Employed Population 16 Years and Over","C24090","ACSDT1Y2023"
295625,"Vacancy Status","C25004","ACSDT1Y2023"
295626,"Tenure by Units in Structure","C25032","ACSDT1Y2023"
295627,"Total Population in Occupied Housing Units by Tenure by Units in Structure","C25033","ACSDT1Y2023"
295628,"Tenure by Vehicles Available","C25045","ACSDT1Y2023"
295629,"Age of Householder","C25055","ACSDT1Y2023"
295630,"Contract Rent","C25056","ACSDT1Y2023"
295631,"Bedrooms by Gross Rent","C25068","ACSDT1Y2023"
295632,"Household Income by Gross Rent as a Percentage of Household Income in the Past 12 Months","C25074","ACSDT1Y2023"
295633,"Value","C25075","ACSDT1Y2023"
295634,"Price Asked","C25085","ACSDT1Y2023"
295635,"Age of Householder by Selected Monthly Owner Costs as a Percentage of Household Income in the Past 12 Months","C25093","ACSDT1Y2023"
295636,"Household Income by Selected Monthly Owner Costs as a Percentage of Household Income in the Past 12 Months","C25095","ACSDT1Y2023"
295637,"Household Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars) by Value","C25121","ACSDT1Y2023"
295638,"Household Income in the Past 12 Months (in 2023 Inflation-Adjusted Dollars) by Gross Rent","C25122","ACSDT1Y2023"
295639,"Health Insurance Coverage Status by Sex by Age","C27001","ACSDT1Y2023"
295640,"Health Insurance Coverage Status by Age (White Alone)","C27001A","ACSDT1Y2023"
295641,"Health Insurance Coverage Status by Age (Black or African American Alone)","C27001B","ACSDT1Y2023"
295642,"Health Insurance Coverage Status by Age (American Indian and Alaska Native Alone)","C27001C","ACSDT1Y2023"
295643,"Health Insurance Coverage Status by Age (Asian Alone)","C27001D","ACSDT1Y2023"
295644,"Health Insurance Coverage Status by Age (Native Hawaiian and Other Pacific Islander Alone)","C27001E","ACSDT1Y2023"
295645,"Health Insurance Coverage Status by Age (Some Other Race Alone)","C27001F","ACSDT1Y2023"
295646,"Health Insurance Coverage Status by Age (Two or More Races)","C27001G","ACSDT1Y2023"
295647,"Health Insurance Coverage Status by Age (White Alone, Not Hispanic or Latino)","C27001H","ACSDT1Y2023"
295648,"Health Insurance Coverage Status by Age (Hispanic or Latino)","C27001I","ACSDT1Y2023"
295649,"Private Health Insurance Status by Sex by Age","C27002","ACSDT1Y2023"
295650,"Public Health Insurance Status by Sex by Age","C27003","ACSDT1Y2023"
295651,"Employer-Based Health Insurance by Sex by Age","C27004","ACSDT1Y2023"
295652,"Direct-Purchase Health Insurance by Sex by Age","C27005","ACSDT1Y2023"
295653,"Medicare Coverage by Sex by Age","C27006","ACSDT1Y2023"
295654,"Medicaid/Means-Tested Public Coverage by Sex by Age","C27007","ACSDT1Y2023"
295655,"TRICARE/Military Health Coverage by Sex by Age","C27008","ACSDT1Y2023"
295656,"VA Health Care by Sex by Age","C27009","ACSDT1Y2023"
295657,"Types of Health Insurance Coverage by Age","C27010","ACSDT1Y2023"
295658,"Health Insurance Coverage Status and Type by Work Experience","C27012","ACSDT1Y2023"
295659,"Private Health Insurance by Work Experience","C27013","ACSDT1Y2023"
295660,"Public Health Insurance by Work Experience","C27014","ACSDT1Y2023"
295661,"Health Insurance Coverage Status by Ratio of Income to Poverty Level in the Past 12 Months by Age","C27016","ACSDT1Y2023"
295662,"Private Health Insurance by Ratio of Income to Poverty Level in the Past 12 Months by Age","C27017","ACSDT1Y2023"
295663,"Public Health Insurance by Ratio of Income to Poverty Level in the Past 12 Months by Age","C27018","ACSDT1Y2023"
295664,"Health Insurance Coverage Status by Living Arrangement","C27021","ACSDT1Y2023"
298257,"Comparative Social Characteristics in the United States","CP02","ACSCP5Y2023"
298258,"Comparative Social Characteristics in Puerto Rico","CP02PR","ACSCP5Y2023"
298259,"Comparative Economic Characteristics","CP03","ACSCP5Y2023"
298260,"Comparative Housing Characteristics","CP04","ACSCP5Y2023"
298261,"Comparative Demographic Estimates","CP05","ACSCP5Y2023"
298267,"Age and Sex","S0101","ACSST5Y2023"
298268,"Population 60 Years and Over in the United States","S0102","ACSST5Y2023"
298269,"Population 60 Years and Over in Puerto Rico","S0102PR","ACSST5Y2023"
298270,"Population 65 Years and Over in the United States","S0103","ACSST5Y2023"
298271,"Population 65 Years and Over in Puerto Rico","S0103PR","ACSST5Y2023"
298272,"Selected Characteristics of the Native and Foreign-Born Populations","S0501","ACSST5Y2023"
298273,"Selected Characteristics of the Foreign-Born Population by Period of Entry Into the United States","S0502","ACSST5Y2023"
320531,"Sex by Marital Status for the Population 15 Years and Over (Hispanic or Latino)","B12002I","ACSDT1Y2024"
320532,"Marital Status by Sex by Labor Force Participation","B12006","ACSDT1Y2024"
320533,"Median Age at First Marriage","B12007","ACSDT1Y2024"
320534,"Median Age at First Marriage (White Alone)","B12007A","ACSDT1Y2024"
320535,"Median Age at First Marriage (Black or African American Alone)","B12007B","ACSDT1Y2024"
320536,"Median Age at First Marriage (American Indian and Alaska Native Alone)","B12007C","ACSDT1Y2024"
320537,"Median Age at First Marriage (Asian Alone)","B12007D","ACSDT1Y2024"
320538,"Median Age at First Marriage (Native Hawaiian and Other Pacific Islander Alone)","B12007E","ACSDT1Y2024"
320539,"Median Age at First Marriage (Some Other Race Alone)","B12007F","ACSDT1Y2024"
320540,"Median Age at First Marriage (Two or More Races)","B12007G","ACSDT1Y2024"
320541,"Median Age at First Marriage (White Alone, Not Hispanic or Latino)","B12007H","ACSDT1Y2024"
320542,"Median Age at First Marriage (Hispanic or Latino)","B12007I","ACSDT1Y2024"
320543,"Marriages in the Last Year by Sex by Marital Status for the Population 15 Years and Over","B12501","ACSDT1Y2024"
320544,"Marriages Ending in Widowhood in the Last Year by Sex by Marital Status for the Population 15 Years and Over","B12502","ACSDT1Y2024"
320545,"Divorces in the Last Year by Sex by Marital Status for the Population 15 Years and Over","B12503","ACSDT1Y2024"
320546,"Median Duration of Current Marriage in Years by Sex by Marital Status for the Married Population 15 Years and Over","B12504","ACSDT1Y2024"
320547,"Number of Times Married by Sex by Marital Status for the Population 15 Years and Over","B12505","ACSDT1Y2024"
320548,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status and Age","B13002","ACSDT1Y2024"
320549,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (White Alone)","B13002A","ACSDT1Y2024"
320550,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Black or African American Alone)","B13002B","ACSDT1Y2024"
320551,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (American Indian and Alaska Native Alone)","B13002C","ACSDT1Y2024"
320552,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Asian Alone)","B13002D","ACSDT1Y2024"
320553,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Native Hawaiian and Other Pacific Islander Alone)","B13002E","ACSDT1Y2024"
320554,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Some Other Race Alone)","B13002F","ACSDT1Y2024"
320555,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Two or More Races)","B13002G","ACSDT1Y2024"
320556,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (White Alone, Not Hispanic or Latino)","B13002H","ACSDT1Y2024"
320557,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Hispanic or Latino)","B13002I","ACSDT1Y2024"
320558,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Presence of Spouse or Unmarried Partner","B13004","ACSDT1Y2024"
320559,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status and Nativity","B13008","ACSDT1Y2024"
285746,"Mortgage Topical Module Variables","SIPP1996TOPICAL_CONCEPT_1","SIPP1996TOPICALV3"
285747,"Stocks and Mutual Funds Topical Module Variables","SIPP1996TOPICAL_CONCEPT_2","SIPP1996TOPICALV3"
285748,"Sample Unit Variables","SIPP1996TOPICAL_CONCEPT_3","SIPP1996TOPICALV3"
285749,"Other Financial Assets Topical Module Variables","SIPP1996TOPICAL_CONCEPT_4","SIPP1996TOPICALV3"
285750,"Value of Business Topical Module Variables","SIPP1996TOPICAL_CONCEPT_5","SIPP1996TOPICALV3"
285751,"Assets and Liabilities Topical Module Variables","SIPP1996TOPICAL_CONCEPT_6","SIPP1996TOPICALV3"
285752,"Real Estate Topical Module Variables","SIPP1996TOPICAL_CONCEPT_7","SIPP1996TOPICALV3"
285753,"Work Related Expenses - Child Support Paid Topical Module Variables","SIPP1996TOPICAL_CONCEPT_8","SIPP1996TOPICALV3"
285754,"Interest Earnings Topical Module Variables","SIPP1996TOPICAL_CONCEPT_9","SIPP1996TOPICALV3"
285755,"Rental Properties Topical Module Variables","SIPP1996TOPICAL_CONCEPT_10","SIPP1996TOPICALV3"
285756,"Medical Expenses Topical Module Variables","SIPP1996TOPICAL_CONCEPT_11","SIPP1996TOPICALV3"
298274,"Selected Characteristics of the Foreign-Born Population by Period of Entry Into Puerto Rico","S0502PR","ACSST5Y2023"
298275,"Selected Characteristics of the Foreign-Born Population by Region of Birth:  Europe","S0503","ACSST5Y2023"
298276,"Selected Characteristics of the Foreign-Born Population by Region of Birth:  Africa, Northern America, and Oceania","S0504","ACSST5Y2023"
298277,"Selected Characteristics of the Foreign-Born Population by Region of Birth:  Asia","S0505","ACSST5Y2023"
298278,"Selected Characteristics of the Foreign-Born Population by Region of Birth:  Latin America","S0506","ACSST5Y2023"
298279,"Selected Characteristics of the Total and Native Populations in the United States","S0601","ACSST5Y2023"
298280,"Selected Characteristics of the Total and Native Populations in Puerto Rico","S0601PR","ACSST5Y2023"
298281,"Geographic Mobility by Selected Characteristics in the United States","S0701","ACSST5Y2023"
298282,"Geographic Mobility by Selected Characteristics in Puerto Rico","S0701PR","ACSST5Y2023"
298283,"Movers Between Regions","S0702","ACSST5Y2023"
298284,"Commuting Characteristics by Sex","S0801","ACSST5Y2023"
298285,"Means of Transportation to Work by Selected Characteristics","S0802","ACSST5Y2023"
298286,"Means of Transportation to Work by Selected Characteristics for Workplace Geography","S0804","ACSST5Y2023"
298287,"Children Characteristics","S0901","ACSST5Y2023"
298288,"Characteristics of Teenagers 15 to 19 Years Old","S0902","ACSST5Y2023"
298289,"Grandchildren Characteristics","S1001","ACSST5Y2023"
298290,"Grandparents","S1002","ACSST5Y2023"
298291,"Households and Families","S1101","ACSST5Y2023"
320560,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status and Poverty Status in the Past 12 Months","B13010","ACSDT1Y2024"
320561,"Women 16 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status and Labor Force Status","B13012","ACSDT1Y2024"
320562,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status and Educational Attainment","B13014","ACSDT1Y2024"
320563,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status and Receipt of Public Assistance Income in the Past 12 Months","B13015","ACSDT1Y2024"
320564,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Age","B13016","ACSDT1Y2024"
320565,"School Enrollment by Level of School for the Population 3 Years and Over","B14001","ACSDT1Y2024"
